temperature,humidity,speed,power
0.38,0.86,0.23,605.05
0.36,0.93,0.31,547.74
0.36,0.93,0.31,503.59
0.36,0.93,0.23,470.23
0.36,0.93,0.31,419.52
0.36,0.93,0.23,420.99
0.36,0.93,0.31,403.61
0.36,0.93,0.31,420.99
0.36,0.93,0.23,420.99
0.36,0.93,0.23,430.31
0.36,0.93,0.23,473.06
0.36,0.93,0.23,525.2
0.36,0.93,0.15,551.98
0.38,0.86,0.23,551.98
0.38,0.86,0.23,572.28
0.38,0.86,0.15,592.49
0.41,0.79,0.31,580.27
0.41,0.79,0.23,610.72
0.41,0.86,0.23,521.29
0.41,0.79,0.31,527.45
0.41,0.79,0.23,518.16
0.41,0.79,0.23,527.55
0.38,0.86,0.23,592.49
0.38,0.86,0.23,574.54
0.38,0.86,0.15,552.88
0.38,0.79,0.15,523.5
0.38,0.79,0.31,496.4
0.36,0.79,0.15,446.28
0.36,0.79,0.15,422.32
0.33,0.85,0.08,414.41
0.33,0.93,0.08,381.05
0.33,0.85,0.08,387.86
0.33,0.93,0.08,388.99
0.33,0.85,0.08,417.23
0.36,0.86,0.08,425.22
0.36,0.86,0.15,481.04
0.41,0.74,0.15,481.04
0.44,0.74,0.23,455.67
0.49,0.63,0.31,489.03
0.51,0.63,0.31,226.35
0.56,0.54,0.31,490.44
0.59,0.45,0.23,491.54
0.59,0.45,0.23,491.93
0.59,0.45,0.23,454.26
0.62,0.38,0.15,456.29
0.59,0.45,0.23,500.64
0.56,0.49,0.15,543.83
0.51,0.68,0.23,527.29
0.46,0.79,0.15,510.59
0.46,0.79,0.15,526.15
0.44,0.86,0.23,444.88
0.41,0.79,0.15,390.69
0.41,0.79,0.15,365.11
0.41,0.79,0.15,336.59
0.38,0.86,0.08,348.69
0.38,0.86,0.08,347.97
0.38,0.86,0.08,348
0.36,0.93,0.08,349.44
0.38,0.86,0.08,415.33
0.41,0.86,0.08,439.79
0.49,0.74,0.15,470.33
0.54,0.63,0.23,419.59
0.62,0.46,0.15,447.77
0.64,0.46,0.15,457.17
0.64,0.43,0.15,436.88
0.69,0.32,0.31,466.34
0.72,0.32,0.38,475.04
0.67,0.39,0.31,463.66
0.67,0.39,0.38,517.67
0.64,0.38,0.38,519.2
0.59,0.45,0.31,561.92
0.59,0.45,0.31,588.26
0.56,0.49,0.38,518.89
0.54,0.53,0.38,549.16
0.54,0.49,0.38,541.17
0.51,0.57,0.31,446.34
0.51,0.53,0.46,341.39
0.51,0.53,0.38,332.59
0.51,0.53,0.38,345.51
0.49,0.57,0.31,319.82
0.49,0.57,0.31,324.67
0.49,0.53,0.46,338.62
0.49,0.57,0.46,365.13
0.46,0.79,0.38,402.19
0.44,0.93,0.31,422.16
0.46,0.86,0.46,419.21
0.46,0.86,0.31,502.03
0.46,0.93,0.46,557.75
0.49,0.86,0.46,531.24
0.46,0.93,0.46,547.44
0.49,0.86,0.38,457.09
0.49,0.86,0.46,458.5
0.51,0.86,0.38,429.8
0.51,0.79,0.46,486.42
0.49,0.86,0.38,525.2
0.49,0.86,0.31,536.01
0.49,0.86,0.23,507.82
0.49,0.86,0.31,523.79
0.49,0.93,0.38,473.69
0.49,0.93,0.23,428.98
0.49,0.93,0.15,387.63
0.49,0.93,0.15,398.44
0.49,0.93,0.15,381.05
0.46,1,0.15,349.69
0.46,1,0.15,393.9
0.46,0.93,0.23,410.71
0.46,0.93,0.15,460.48
0.49,0.93,0.15,496.86
0.56,0.8,0.23,517.44
0.64,0.69,0.23,497.91
0.72,0.55,0.31,506.77
0.77,0.52,0.31,643.21
0.77,0.52,0.46,614.64
0.85,0.44,0.31,606.65
0.82,0.44,0.23,569.33
0.82,0.4,0.23,589.01
0.82,0.44,0.23,579.77
0.82,0.48,0.23,545.85
0.74,0.6,0.31,533.29
0.72,0.64,0.31,512.09
0.67,0.64,0.15,482.13
0.67,0.64,0.15,484.9
0.67,0.64,0.23,468.92
0.64,0.69,0.15,416.68
0.64,0.69,0.08,368.53
0.62,0.75,0.08,354.89
0.59,0.75,0.08,357.96
0.59,0.8,0.08,328.38
0.56,0.86,0.08,337.78
0.56,0.86,0.08,376.83
0.56,0.86,0.08,387.35
0.62,0.8,0.23,446.34
0.67,0.75,0.31,493.32
0.72,0.6,0.38,606.02
0.72,0.55,0.38,762.46
0.77,0.47,0.31,895.69
0.79,0.44,0.38,897.37
0.77,0.47,0.46,867.1
0.77,0.47,0.46,788.67
0.77,0.52,0.46,497.74
0.74,0.51,0.31,510.58
0.69,0.6,0.38,546.13
0.62,0.69,0.46,587.48
0.54,0.86,0.38,513.52
0.54,0.86,0.54,537.76
0.54,0.86,0.38,813.09
0.51,0.93,0.46,560.11
0.51,0.93,0.38,505.41
0.54,0.86,0.31,419.52
0.54,0.86,0.23,395.62
0.54,0.86,0.23,395.62
0.54,0.86,0.23,402.65
0.56,0.8,0.31,384.76
0.56,0.8,0.31,429.14
0.56,0.75,0.31,482.99
0.56,0.75,0.38,572.02
0.62,0.69,0.46,655.05
0.69,0.6,0.38,575.37
0.74,0.51,0.54,630.08
0.79,0.47,0.46,893.18
0.82,0.48,0.46,883.68
0.85,0.44,0.54,858.4
0.87,0.41,0.54,867.8
0.87,0.41,0.54,858.11
0.85,0.44,0.54,809.45
0.79,0.52,0.62,889.82
0.67,0.75,0.31,721.4
0.64,0.8,0.38,635.52
0.62,0.86,0.23,609.61
0.59,0.93,0.46,609.61
0.56,0.93,0.31,534.48
0.54,0.93,0.31,453.6
0.54,0.86,0.31,399.4
0.49,0.93,0.38,389.41
0.49,0.93,0.31,390.78
0.46,0.93,0.31,397.82
0.46,0.93,0.23,399.34
0.46,0.86,0.38,436.42
0.41,0.93,0.54,467.26
0.41,0.86,0.38,487.72
0.44,0.79,0.38,473.07
0.44,0.79,0.31,473.06
0.46,0.74,0.31,731.92
0.44,0.74,0.46,760.11
0.44,0.74,0.46,542.58
0.44,0.74,0.38,610.72
0.44,0.68,0.46,521.29
0.44,0.68,0.38,527.45
0.44,0.68,0.31,518.16
0.44,0.68,0.31,527.55
0.44,0.68,0.23,592.49
0.41,0.68,0.31,574.54
0.41,0.68,0.23,552.88
0.41,0.68,0.31,523.5
0.41,0.68,0.23,496.4
0.41,0.74,0.31,446.28
0.41,0.74,0.38,422.32
0.41,0.74,0.38,414.41
0.41,0.79,0.31,381.05
0.41,0.79,0.31,387.86
0.41,0.86,0.46,388.99
0.41,0.86,0.31,417.23
0.41,0.86,0.46,425.22
0.41,0.93,0.38,481.04
0.41,0.93,0.31,481.04
0.44,0.93,0.38,455.67
0.46,0.93,0.31,489.03
0.49,0.86,0.46,226.35
0.51,0.79,0.31,490.44
0.51,0.86,0.31,491.54
0.51,0.86,0.23,491.93
0.54,0.8,0.31,454.26
0.54,0.8,0.31,456.29
0.54,0.8,0.31,500.64
0.54,0.74,0.38,543.83
0.51,0.79,0.31,508.76
0.51,0.79,0.15,468.82
0.51,0.79,0.23,426.07
0.49,0.86,0.31,399.38
0.46,0.93,0.23,401.04
0.46,0.93,0.23,356.57
0.46,0.86,0.15,348.01
0.46,0.93,0.23,338.62
0.46,0.86,0.15,356.49
0.46,0.93,0.08,357.41
0.46,0.93,0.15,392.48
0.44,1,0.31,368.23
0.44,0.93,0.31,400.77
0.44,0.93,0.38,417.94
0.44,0.93,0.15,429.36
0.44,0.93,0.31,483.56
0.46,0.86,0.15,464.95
0.46,0.86,0.31,437.75
0.46,0.86,0.31,446.41
0.44,0.93,0.38,407.9
0.44,0.86,0.38,427.87
0.46,0.79,0.31,417.88
0.44,0.79,0.31,499.18
0.41,0.86,0.46,481.21
0.38,0.93,0.38,470.23
0.38,0.93,0.38,463.66
0.36,0.93,0.46,454.35
0.36,0.93,0.31,428.39
0.36,1,0.31,395.62
0.36,1,0.23,370.25
0.36,1,0.38,368.84
0.36,1,0.38,368.77
0.36,1,0.23,349.97
0.36,1,0.46,411.51
0.36,0.93,0.31,386.15
0.36,0.93,0.38,393.32
0.36,1,0.38,428.98
0.36,0.93,0.38,426.16
0.36,0.93,0.38,454.06
0.36,0.93,0.46,463.46
0.36,0.86,0.62,471.07
0.36,0.86,0.46,472.01
0.38,0.79,0.46,496.01
0.38,0.86,0.38,435.27
0.38,0.86,0.46,436.11
0.36,0.93,0.46,427.55
0.36,0.93,0.54,454.06
0.36,0.86,0.38,464.95
0.33,0.93,0.46,464.95
0.33,0.93,0.46,479.09
0.33,0.93,0.46,465.02
0.33,0.85,0.54,455.03
0.31,0.92,0.46,402.25
0.31,0.85,0.46,375.09
0.28,0.92,0.46,367.34
0.28,0.92,0.38,343.4
0.28,0.85,0.54,351.38
0.28,0.78,0.46,360.78
0.28,0.78,0.46,386.22
0.28,0.72,0.46,395.62
0.28,0.72,0.38,460.93
0.28,0.72,0.46,463.75
0.28,0.72,0.54,482.54
0.31,0.61,0.62,565.87
0.31,0.67,0.54,572.18
0.31,0.72,0.38,539.47
0.28,0.78,0.46,521.51
0.28,0.78,0.46,483.93
0.28,0.78,0.46,475.37
0.26,0.78,0.38,516.43
0.26,0.78,0.46,532.06
0.23,0.78,0.46,543.48
0.23,0.85,0.62,551.83
0.21,0.85,0.46,545.4
0.23,0.85,0.31,514.86
0.23,0.85,0.23,494.89
0.21,0.85,0.31,466.37
0.21,0.85,0.38,413.6
0.21,0.85,0.31,386.5
0.21,0.85,0.31,396.48
0.21,0.85,0.23,376.58
0.21,0.85,0.31,337.78
0.23,0.78,0.31,376.83
0.23,0.78,0.31,440.01
0.26,0.72,0.31,505.19
0.26,0.72,0.38,520.13
0.33,0.61,0.38,518.72
0.33,0.56,0.38,545.5
0.36,0.47,0.38,529.13
0.36,0.43,0.31,538.83
0.38,0.44,0.31,518.63
0.41,0.39,0.38,501.88
0.41,0.39,0.23,509.32
0.38,0.39,0.23,527.55
0.36,0.47,0.31,529.23
0.36,0.43,0.31,544.67
0.33,0.47,0.31,538.63
0.33,0.52,0.31,529.13
0.31,0.61,0.31,519.83
0.31,0.56,0.15,483.09
0.28,0.56,0.15,447.18
0.28,0.56,0.15,426.53
0.28,0.61,0.15,434.25
0.28,0.61,0.15,397.91
0.26,0.72,0.08,387.93
0.23,0.78,0.08,397.91
0.23,0.78,0.08,426.35
0.23,0.78,0.08,425.01
0.31,0.67,0.08,489.27
0.33,0.56,0.15,530.07
0.38,0.39,0.23,537.78
0.38,0.39,0.38,630.08
0.44,0.29,0.23,893.18
0.46,0.37,0.23,552.4
0.46,0.33,0.15,544.41
0.49,0.33,0.23,528.99
0.46,0.37,0.23,507.15
0.44,0.4,0.31,541.1
0.44,0.36,0.31,559.14
0.41,0.57,0.31,569.05
0.38,0.62,0.23,579.12
0.38,0.62,0.23,551.08
0.38,0.56,0.15,569.05
0.38,0.56,0.15,577.04
0.38,0.62,0.15,531.11
0.38,0.68,0.15,463.23
0.36,0.72,0,471.21
0.36,0.72,0.08,423.29
0.33,0.72,0.15,419.35
0.33,0.72,0.15,429.35
0.33,0.79,0.15,457.24
0.33,0.79,0.15,469.22
0.38,0.74,0.15,559.07
0.38,0.74,0.15,581.03
0.46,0.53,0.23,581.03
0.46,0.48,0.31,577.04
0.49,0.45,0.31,565.06
0.51,0.37,0.31,559.14
0.51,0.4,0.23,543.09
0.51,0.33,0.31,531.19
0.54,0.33,0.15,525.12
0.51,0.28,0.31,561.06
0.49,0.33,0.31,553.08
0.46,0.44,0.38,583.03
0.41,0.57,0.38,543.09
0.41,0.57,0.23,535.98
0.38,0.62,0.23,567.05
0.38,0.47,0.23,525.19
0.36,0.62,0.15,461.23
0.36,0.62,0.15,435.27
0.33,0.72,0.15,419.3
0.31,0.72,0.15,401.33
0.28,0.85,0.15,407.32
0.28,0.85,0.15,427.35
0.28,0.85,0,443.26
0.28,0.85,0,451.25
0.36,0.79,0.08,497.17
0.44,0.62,0.08,525.2
0.46,0.33,0.23,521.13
0.51,0.28,0.38,543.09
0.54,0.22,0.38,493.18
0.56,0.22,0.31,463.23
0.56,0.22,0.38,443.33
0.56,0.31,0.31,435.88
0.59,0.25,0.31,451.64
0.56,0.31,0.31,452.81
0.54,0.31,0.38,467.22
0.51,0.33,0.31,465.28
0.49,0.37,0.31,472.53
0.46,0.4,0.31,463.23
0.44,0.62,0.31,473.21
0.41,0.68,0.38,407.39
0.41,0.68,0.23,366.11
0.41,0.68,0.31,342.68
0.41,0.68,0.23,341.43
0.41,0.68,0.31,324.92
0.41,0.68,0.23,320.23
0.41,0.57,0.31,343.48
0.41,0.62,0.31,357.4
0.41,0.68,0.23,369.38
0.41,0.74,0.31,407.32
0.46,0.68,0.31,417.3
0.49,0.63,0.31,457.24
0.51,0.57,0.23,483.19
0.56,0.41,0.31,445.26
0.59,0.34,0.38,417.42
0.62,0.31,0.31,417.3
0.62,0.29,0.31,389.35
0.64,0.25,0.23,403.33
0.62,0.29,0.15,411.31
0.59,0.31,0.15,459.23
0.56,0.34,0.31,471.21
0.51,0.4,0.31,473.21
0.49,0.48,0.23,463.3
0.51,0.53,0.54,455.24
0.44,0.79,0.54,419.35
0.41,0.74,0.46,399.33
0.38,0.79,0.31,369.38
0.38,0.79,0.38,363.39
0.38,0.74,0.38,339.26
0.36,0.72,0.38,351.88
0.36,0.72,0.38,369.38
0.33,0.72,0.46,399.39
0.33,0.79,0.38,465.22
0.36,0.72,0.31,499.85
0.41,0.62,0.62,501.46
0.44,0.53,0.69,546.41
0.46,0.44,0.62,563.06
0.46,0.37,0.62,547.16
0.46,0.3,0.77,545.09
0.49,0.26,0.77,543.09
0.44,0.23,0.69,551.16
0.46,0.26,0.54,543.09
0.46,0.21,0.69,545.09
0.44,0.23,0.85,591.01
0.41,0.32,0.38,581.03
0.38,0.32,0.46,595.01
0.33,0.47,0.62,555.07
0.33,0.52,0.38,561.15
0.31,0.67,0.46,541.1
0.31,0.56,0.62,485.19
0.31,0.61,0.46,451.3
0.31,0.61,0.46,419.3
0.31,0.67,0.54,427.29
0.28,0.78,0.62,405.32
0.26,0.85,0.54,447.25
0.26,0.85,0.54,457.3
0.28,0.85,0.38,501.16
0.31,0.72,0.62,606.99
0.31,0.79,0.54,638.94
0.31,0.72,0.69,652.68
0.33,0.67,0.54,647.83
0.36,0.67,0.62,695.74
0.41,0.57,0.77,703.73
0.46,0.48,0.62,657.49
0.49,0.45,0.62,615.88
0.51,0.37,0.62,475.37
0.51,0.37,0.62,516.43
0.51,0.4,0.46,632.95
0.49,0.45,0.38,633.04
0.46,0.48,0.23,551.83
0.44,0.53,0.23,545.4
0.44,0.53,0.15,608.99
0.38,0.62,0.15,517.14
0.36,0.67,0.15,466.37
0.38,0.62,0.23,413.6
0.33,0.72,0.23,386.5
0.31,0.72,0.15,396.48
0.36,0.67,0.15,376.58
0.33,0.72,0.15,337.78
0.33,0.72,0.23,376.83
0.33,0.72,0.23,440.01
0.41,0.68,0.23,505.19
0.51,0.48,0.31,517.14
0.56,0.34,0.38,525.12
0.62,0.29,0.31,553.08
0.62,0.25,0.38,515.14
0.64,0.18,0.38,538.83
0.69,0.18,0.38,518.63
0.67,0.29,0.46,501.88
0.67,0.23,0.38,509.32
0.64,0.25,0.31,527.55
0.62,0.31,0.23,529.23
0.59,0.34,0.31,544.67
0.56,0.34,0.23,538.63
0.54,0.41,0.23,526.25
0.54,0.49,0.15,510.37
0.51,0.57,0.15,470.83
0.51,0.57,0.08,439.27
0.54,0.49,0.38,415.31
0.54,0.49,0.15,434.25
0.54,0.49,0.15,397.91
0.51,0.53,0.23,387.93
0.51,0.57,0.15,397.91
0.51,0.53,0.08,426.35
0.51,0.53,0.23,425.01
0.54,0.53,0.23,489.27
0.56,0.54,0.08,530.07
0.59,0.45,0.15,537.78
0.62,0.41,0.23,700.83
0.64,0.43,0.15,794.68
0.72,0.36,0.46,552.4
0.72,0.39,0.38,544.41
0.67,0.46,0.62,585.02
0.59,0.54,0.85,547.16
0.54,0.49,0.77,535.11
0.51,0.45,0.54,557.07
0.49,0.45,0.46,547.09
0.46,0.48,0.46,579.03
0.46,0.4,0.38,569.05
0.44,0.44,0.31,551.14
0.44,0.4,0.15,487.19
0.44,0.44,0.15,397.41
0.44,0.44,0.31,387.35
0.41,0.57,0.15,375.37
0.41,0.57,0.23,388.39
0.41,0.57,0.38,389.35
0.41,0.62,0.23,369.38
0.41,0.62,0.38,403.55
0.41,0.62,0.31,405.39
0.44,0.57,0.38,487.19
0.49,0.45,0.46,497.17
0.51,0.33,0.54,513.14
0.51,0.3,0.62,527.12
0.56,0.28,0.62,557.07
0.59,0.28,0.62,553.08
0.62,0.25,0.62,543.09
0.62,0.31,0.62,537.1
0.59,0.38,0.54,539.25
0.56,0.41,0.54,555.07
0.54,0.53,0.54,551.08
0.51,0.63,0.54,608.99
0.49,0.68,0.62,602.76
0.49,0.74,0.54,535.98
0.49,0.79,0.46,567.05
0.49,0.79,0.54,507.15
0.51,0.79,0.46,461.23
0.51,0.79,0.38,435.27
0.51,0.86,0.31,419.3
0.51,0.93,0.31,401.33
0.51,0.93,0.31,407.32
0.51,0.93,0.31,427.35
0.51,0.93,0.38,443.26
0.54,0.93,0.23,451.25
0.54,0.93,0.23,497.17
0.59,0.8,0.23,525.2
0.64,0.69,0.23,549.04
0.67,0.6,0.31,547.27
0.69,0.51,0.31,493.18
0.69,0.51,0.38,463.23
0.74,0.44,0.23,443.33
0.69,0.51,0.23,435.88
0.72,0.51,0.23,451.64
0.74,0.44,0.31,452.81
0.69,0.51,0.38,467.22
0.67,0.55,0.38,465.28
0.62,0.69,0.23,472.53
0.59,0.75,0.15,463.23
0.56,0.8,0.15,473.21
0.56,0.8,0.15,407.39
0.54,0.86,0.15,451.25
0.56,0.8,0.23,549.15
0.56,0.8,0.15,341.43
0.56,0.8,0,324.92
0.56,0.86,0.23,320.23
0.56,0.86,0.31,343.48
0.54,0.93,0.23,357.4
0.54,0.93,0.15,369.38
0.56,0.93,0.15,407.32
0.56,0.93,0.15,417.3
0.59,0.86,0.08,482.2
0.62,0.86,0.15,483.19
0.64,0.8,0.15,445.26
0.67,0.69,0.15,417.42
0.67,0.75,0.08,417.3
0.67,0.69,0.23,389.35
0.69,0.64,0.08,403.33
0.67,0.69,0.23,411.31
0.64,0.75,0.23,459.23
0.64,0.75,0.23,471.21
0.62,0.75,0.31,473.21
0.56,0.8,0.38,463.3
0.54,0.86,0.31,455.24
0.46,0.93,0.54,419.35
0.41,0.93,0.62,399.33
0.38,0.93,0.54,369.38
0.38,0.93,0.54,363.39
0.38,0.93,0.46,339.26
0.38,0.93,0.38,351.88
0.38,0.93,0.46,369.38
0.38,0.86,0.62,399.39
0.38,0.86,0.54,465.22
0.38,0.93,0.54,499.85
0.38,0.93,0.38,501.46
0.38,0.93,0.46,536.3
0.38,0.93,0.54,523.4
0.44,0.79,0.46,547.16
0.44,0.74,0.46,545.09
0.44,0.74,0.46,543.09
0.46,0.68,0.38,551.16
0.46,0.62,0.31,543.09
0.49,0.48,0.38,505.16
0.46,0.44,0.46,501.16
0.44,0.44,0.46,527.12
0.44,0.4,0.38,524.57
0.41,0.47,0.38,504.06
0.38,0.52,0.31,496.08
0.38,0.44,0.38,465.81
0.36,0.47,0.23,432.6
0.36,0.47,0.23,407.3
0.33,0.52,0.23,364.58
0.33,0.52,0.23,389.35
0.31,0.56,0.23,359.4
0.28,0.61,0.31,365.39
0.28,0.61,0.15,403.39
0.28,0.72,0.15,441.26
0.38,0.56,0.15,491.24
0.44,0.57,0.23,507.15
0.49,0.45,0.23,515.14
0.51,0.33,0.23,521.13
0.54,0.31,0.23,553.08
0.59,0.25,0.23,533.06
0.59,0.23,0.23,515.22
0.62,0.23,0.15,479.2
0.62,0.17,0.23,531.11
0.62,0.17,0.23,547.09
0.59,0.23,0.23,543.17
0.56,0.22,0.23,521.13
0.49,0.57,0.31,541.1
0.44,0.68,0.15,539.1
0.46,0.4,0.23,541.1
0.41,0.57,0.15,509.24
0.41,0.74,0.15,451.25
0.41,0.74,0.15,411.92
0.38,0.74,0.08,393.01
0.36,0.79,0.15,378.72
0.33,0.79,0.15,364.47
0.33,0.79,0.08,393.08
0.31,0.85,0.08,421.66
0.33,0.93,0.08,469.17
0.44,0.79,0.08,538.08
0.51,0.57,0.15,543.09
0.56,0.45,0.15,563.06
0.62,0.34,0.23,653
0.64,0.23,0.23,680.87
0.69,0.16,0.15,1058.24
0.72,0.24,0.08,651
0.72,0.22,0.23,620.97
0.72,0.18,0.15,752.75
0.72,0.18,0.23,912.48
0.67,0.32,0.38,924.46
0.62,0.34,0.23,870.55
0.56,0.38,0.23,884.53
0.56,0.28,0.23,666.89
0.54,0.22,0.23,630.95
0.51,0.28,0.15,557.23
0.51,0.3,0.23,497.17
0.49,0.45,0.23,425.29
0.49,0.4,0.23,383.36
0.46,0.48,0.15,383.34
0.44,0.57,0.15,361.4
0.44,0.57,0.15,391.4
0.44,0.57,0.15,397.7
0.44,0.62,0.15,426.29
0.49,0.57,0.15,563.33
0.54,0.45,0.15,642.78
0.59,0.31,0.15,655.72
0.67,0.21,0.31,730.54
0.72,0.17,0.46,840.68
0.74,0.17,0.46,976.45
0.74,0.2,0.38,898.36
0.74,0.09,0.38,628.46
0.74,0.01,0.46,630.95
0.72,0.01,0.38,838.6
0.69,0.09,0.31,910.64
0.67,0.11,0.38,884.53
0.62,0.14,0.31,722.8
0.59,0.23,0.23,622.96
0.59,0.2,0.31,568.15
0.56,0.22,0.31,507.01
0.54,0.31,0.31,467.41
0.54,0.31,0.23,433.28
0.51,0.33,0.23,379.37
0.51,0.4,0.23,379.41
0.51,0.4,0.23,411.31
0.51,0.45,0.23,387.35
0.51,0.45,0.23,407.37
0.51,0.48,0.23,437.27
0.51,0.48,0.23,485.27
0.54,0.45,0.23,501.04
0.59,0.38,0.15,569.05
0.64,0.34,0.15,579.22
0.64,0.34,0.15,609.49
0.64,0.34,0.15,834.95
0.64,0.34,0.15,856.57
0.67,0.36,0.15,646.14
0.67,0.36,0.23,547.36
0.67,0.29,0.23,579.3
0.64,0.29,0.23,786.45
0.62,0.34,0.15,890.28
0.56,0.45,0.23,757.45
0.54,0.49,0.15,643.18
0.54,0.49,0.15,591.01
0.54,0.53,0.15,533.11
0.49,0.57,0.15,505.24
0.49,0.57,0.08,449.25
0.44,0.68,0,431.28
0.44,0.74,0,417.3
0.41,0.79,0.08,425.29
0.38,0.86,0,425.34
0.41,0.79,0.08,443.26
0.38,0.86,0,505.16
0.54,0.74,0,740.85
0.62,0.54,0.08,878.54
0.67,0.32,0.08,886.52
0.72,0.17,0.15,700.83
0.77,0.06,0.15,794.68
0.79,0.08,0.23,919.28
0.79,0.11,0.23,902.67
0.79,0.11,0.15,868.55
0.79,0.14,0.31,840.6
0.79,0.09,0.31,736.85
0.74,0.13,0.38,642.93
0.72,0.17,0.31,781.83
0.67,0.21,0.23,948.42
0.62,0.31,0.15,838.6
0.59,0.49,0.23,598.13
0.56,0.59,0.15,557.14
0.54,0.53,0.15,505.74
0.51,0.57,0.23,427.97
0.54,0.53,0.15,423.34
0.51,0.63,0.08,408.98
0.51,0.68,0.15,403.5
0.49,0.74,0.15,411.31
0.49,0.68,0.15,431.33
0.51,0.63,0.15,449.25
0.56,0.54,0.31,527.2
0.62,0.41,0.38,537.1
0.67,0.29,0.38,690.85
0.72,0.24,0.38,852.58
0.74,0.24,0.38,788.13
0.79,0.2,0.46,632.95
0.77,0.15,0.46,675.14
0.74,0.22,0.54,892.46
0.77,0.15,0.54,916.73
0.74,0.15,0.54,714.81
0.72,0.18,0.46,652.36
0.67,0.23,0.46,646.05
0.64,0.25,0.46,650.92
0.59,0.34,0.38,654.04
0.56,0.38,0.38,618.82
0.56,0.41,0.31,505.16
0.56,0.41,0.38,462.86
0.54,0.45,0.38,429.7
0.54,0.45,0.38,401
0.54,0.45,0.38,405.62
0.54,0.53,0.46,366.11
0.54,0.63,0.38,390.07
0.54,0.69,0.31,404.36
0.54,0.69,0.31,452.54
0.56,0.63,0.46,499.85
0.59,0.63,0.46,501.46
0.64,0.54,0.38,536.3
0.67,0.51,0.38,523.4
0.72,0.47,0.38,527.12
0.74,0.39,0.46,526.76
0.74,0.44,0.38,517.09
0.72,0.47,0.38,507.23
0.72,0.47,0.38,487.25
0.72,0.47,0.38,505.16
0.69,0.55,0.38,501.16
0.64,0.64,0.46,527.12
0.64,0.59,0.38,524.57
0.62,0.63,0.38,648.26
0.59,0.69,0.38,607.07
0.59,0.75,0.38,610.98
0.56,0.8,0.31,533.18
0.56,0.8,0.38,475.21
0.56,0.8,0.23,439.27
0.56,0.8,0.23,427.29
0.56,0.8,0.15,397.34
0.56,0.8,0.15,415.31
0.56,0.8,0.23,440.93
0.56,0.8,0.23,447.25
0.62,0.75,0.23,535.26
0.69,0.6,0.38,712.81
0.74,0.51,0.31,1022.3
0.77,0.52,0.46,890.36
0.79,0.44,0.46,606.99
0.82,0.4,0.46,631.04
0.87,0.34,0.46,884.53
0.87,0.34,0.38,946.42
0.85,0.37,0.38,660.9
0.85,0.37,0.38,664.98
0.82,0.37,0.31,1106.16
0.79,0.4,0.31,920.47
0.69,0.6,0.38,698.84
0.64,0.69,0.46,644.93
0.64,0.64,0.46,579.11
0.62,0.63,0.54,531.11
0.51,0.93,0.54,493.18
0.54,0.93,0.38,796.74
0.54,0.86,0.23,543.09
0.51,0.93,0.15,451.25
0.51,0.93,0.23,405.32
0.54,0.86,0.31,427.29
0.54,0.86,0.38,457.3
0.51,0.93,0.38,461.23
0.54,0.86,0.15,529.12
0.56,0.8,0.23,551.08
0.56,0.8,0.31,555.15
0.56,0.8,0.46,555.07
0.56,0.75,0.46,555.07
0.51,0.79,0.38,1058.24
0.54,0.74,0.46,651
0.56,0.75,0.54,565.06
0.56,0.75,0.46,603
0.56,0.75,0.38,599.81
0.56,0.69,0.46,678.95
0.56,0.69,0.38,953.54
0.54,0.74,0.31,689.71
0.54,0.74,0.31,549.08
0.54,0.74,0.23,772.71
0.49,0.86,0.23,770.72
0.49,0.86,0.15,539.1
0.46,0.93,0.08,557.07
0.46,0.86,0.15,521.13
0.46,0.93,0.15,439.33
0.46,0.93,0.15,441.33
0.46,0.93,0.08,445.26
0.44,0.93,0.08,435.27
0.49,0.86,0,497.17
0.54,0.86,0.15,804.66
0.59,0.75,0.31,796.67
0.64,0.59,0.23,820.58
0.67,0.46,0.31,730.54
0.69,0.46,0.31,624.97
0.72,0.43,0.31,976.45
0.74,0.39,0.38,898.36
0.74,0.36,0.38,628.46
0.74,0.39,0.38,606.99
0.72,0.36,0.31,824.63
0.69,0.55,0.38,990.35
0.64,0.64,0.38,892.55
0.62,0.69,0.23,676.87
0.59,0.69,0.31,621.05
0.56,0.63,0.31,616.97
0.54,0.74,0.31,563.06
0.49,0.86,0.31,423.38
0.49,0.86,0.23,381.42
0.49,0.86,0.23,379.37
0.49,0.86,0.31,381.36
0.49,0.79,0.23,373.38
0.49,0.79,0.31,373.38
0.49,0.86,0.23,417.36
0.49,0.86,0.23,417.3
0.51,0.79,0.23,483.19
0.54,0.74,0.31,533.19
0.62,0.63,0.23,551.08
0.64,0.59,0.31,589.02
0.67,0.55,0.38,706.82
0.69,0.46,0.38,910.48
0.74,0.44,0.38,519.13
0.74,0.36,0.54,479.27
0.72,0.47,0.46,491.18
0.69,0.51,0.46,868.72
0.67,0.55,0.54,782.7
0.62,0.63,0.54,896.51
0.59,0.69,0.46,894.51
0.54,0.8,0.46,684.86
0.54,0.8,0.54,650.92
0.54,0.8,0.54,555.07
0.54,0.8,0.54,505.23
0.54,0.8,0.46,391.4
0.54,0.8,0.54,367.79
0.54,0.86,0.54,355.41
0.54,0.86,0.46,369.38
0.54,0.86,0.46,377.37
0.54,0.86,0.46,383.77
0.56,0.8,0.46,411.43
0.59,0.8,0.54,445.26
0.62,0.75,0.54,455.24
